time,heart_rate
0,82
1,81
2,82
3,82
4,83
5,82
6,83
7,82
8,86
9,87
10,81
11,85
12,84
13,86
14,89
15,90
16,90
17,90
18,95
19,95
20,92
21,94
22,94
23,95
24,96
25,97
26,94
27,98
28,95
29,97
30,96
31,98
32,99
33,100
34,100
35,101
36,102
37,105
38,105
39,105
40,108
41,108
42,105
43,107
44,108
45,109
46,106
47,109
48,107
49,108
50,111
51,114
52,111
53,113
54,110
55,113
56,117
57,116
58,114
59,115
60,116
61,118
62,118
63,117
64,119
65,120
66,121
67,120
68,122
69,123
70,124
71,120
72,125
73,125
74,122
75,126
76,127
77,127
78,127
79,128
80,131
81,130
82,130
83,134
84,133
85,132
86,136
87,133
88,132
89,135
90,132
91,137
92,135
93,133
94,135
95,139
96,132
97,132
98,135
99,134
100,134
101,135
102,137
103,135
104,135
105,139
106,134
107,133
108,138
109,133
110,133
111,134
112,133
113,132
114,134
115,135
116,134
117,137
118,132
119,137
120,132
121,135
122,135
123,136
124,139
125,135
126,132
127,134
128,133
129,135
130,136
131,134
132,136
133,135
134,137
135,134
136,135
137,136
138,136
139,135
140,135
141,138
142,134
143,136
144,134
145,134
146,136
147,133
148,135
149,139
150,135
151,135
152,135
153,134
154,135
155,133
156,136
157,136
158,135
159,134
160,136
161,134
162,133
163,132
164,134
165,134
166,137
167,133
168,132
169,132
170,136
171,135
172,136
173,136
174,138
175,136
176,135
177,133
178,137
179,133
180,136
181,133
182,137
183,131
184,136
185,132
186,135
187,135
188,134
189,136
190,134
191,132
192,135
193,134
194,136
195,137
196,135
197,138
198,132
199,133
200,135
201,140
202,132
203,134
204,135
205,135
206,137
207,136
208,135
209,136
210,136
211,135
212,136
213,134
214,135
215,138
216,135
217,135
218,135
219,133
220,135
221,138
222,135
223,137
224,137
225,136
226,134
227,134
228,135
229,138
230,136
231,133
232,135
233,137
234,135
235,137
236,136
237,135
238,134
239,136
240,131
241,138
242,138
243,137
244,136
245,135
246,137
247,137
248,132
249,133
250,135
251,136
252,132
253,136
254,131
255,134
256,135
257,137
258,136
259,134
260,134
261,137
262,137
263,135
264,132
265,134
266,136
267,136
268,134
269,136
270,133
271,137
272,131
273,134
274,132
275,132
276,131
277,128
278,127
279,131
280,126
281,131
282,125
283,126
284,126
285,125
286,124
287,119
288,124
289,122
290,122
291,121
292,121
293,119
294,118
295,119
296,115
297,116
298,114
299,116
300,114
301,114
302,114
303,115
304,114
305,115
306,114
307,113
308,115
309,115
310,120
311,116
312,116
313,117
314,114
315,116
316,115
317,114
318,113
319,115
320,112
321,115
322,116
323,116
324,116
325,115
326,116
327,120
328,114
329,117
330,113
331,114
332,114
333,111
334,118
335,114
336,116
337,117
338,116
339,113
340,115
341,115
342,116
343,114
344,115
345,114
346,115
347,112
348,117
349,115
350,113
351,115
352,118
353,115
354,113
355,117
356,115
357,117
358,117
359,116
360,117
361,116
362,116
363,113
364,113
365,114
366,117
367,114
368,114
369,116
370,119
371,118
372,116
373,115
374,115
375,117
376,116
377,115
378,115
379,112
380,116
381,111
382,118
383,112
384,115
385,116
386,114
387,115
388,112
389,116
390,116
391,111
392,116
393,116
394,114
395,115
396,117
397,114
398,118
399,114
400,115
401,115
402,116
403,113
404,116
405,114
406,115
407,114
408,115
409,116
410,114
411,114
412,116
413,114
414,117
415,114
416,111
417,115
418,113
419,116
420,117
421,114
422,117
423,117
424,117
425,117
426,117
427,122
428,122
429,124
430,121
431,127
432,125
433,121
434,123
435,122
436,126
437,126
438,127
439,129
440,126
441,133
442,133
443,132
444,129
445,130
446,134
447,133
448,134
449,133
450,136
451,134
452,130
453,136
454,137
455,135
456,136
457,134
458,137
459,135
460,135
461,137
462,137
463,135
464,133
465,136
466,134
467,137
468,134
469,130
470,134
471,137
472,139
473,135
474,136
475,136
476,135
477,134
478,137
479,135
480,137
481,134
482,135
483,133
484,137
485,134
486,137
487,134
488,136
489,137
490,138
491,137
492,135
493,136
494,134
495,137
496,134
497,134
498,134
499,134
500,135
501,135
502,136
503,134
504,137
505,132
506,136
507,134
508,135
509,137
510,138
511,136
512,134
513,134
514,135
515,137
516,137
517,134
518,138
519,132
520,134
521,133
522,134
523,132
524,139
525,136
526,136
527,136
528,133
529,130
530,137
531,137
532,136
533,136
534,134
535,135
536,134
537,137
538,136
539,135
540,133
541,134
542,134
543,134
544,133
545,139
546,133
547,132
548,132
549,135
550,133
551,137
552,133
553,136
554,135
555,134
556,134
557,132
558,130
559,135
560,137
561,135
562,134
563,131
564,138
565,133
566,136
567,135
568,137
569,135
570,133
571,135
572,138
573,133
574,134
575,134
576,135
577,135
578,135
579,136
580,134
581,134
582,137
583,134
584,134
585,136
586,133
587,135
588,135
589,134
590,136
591,136
592,134
593,136
594,134
595,134
596,132
597,134
598,135
599,137
600,134
601,136
602,137
603,134
604,136
605,139
606,137
607,137
608,136
609,137
610,134
611,136
612,134
613,134
614,137
615,136
616,134
617,134
618,135
619,135
620,132
621,141
622,132
623,133
624,137
625,136
626,138
627,134
628,138
629,135
630,135
631,136
632,134
633,132
634,131
635,130
636,132
637,133
638,130
639,130
640,129
641,126
642,129
643,126
644,126
645,123
646,125
647,125
648,125
649,120
650,119
651,121
652,122
653,118
654,118
655,118
656,120
657,116
658,117
659,116
660,116
661,113
662,113
663,116
664,114
665,116
666,116
667,117
668,115
669,114
670,117
671,118
672,114
673,116
674,116
675,115
676,116
677,116
678,118
679,114
680,112
681,116
682,112
683,117
684,114
685,110
686,113
687,117
688,115
689,118
690,115
691,114
692,114
693,117
694,113
695,114
696,117
697,112
698,114
699,116
700,116
701,117
702,116
703,114
704,115
705,116
706,116
707,119
708,114
709,117
710,117
711,116
712,116
713,114
714,115
715,114
716,114
717,114
718,116
719,114
720,113
721,115
722,120
723,116
724,115
725,113
726,114
727,116
728,115
729,117
730,118
731,112
732,116
733,112
734,115
735,116
736,114
737,114
738,115
739,113
740,115
741,113
742,111
743,114
744,114
745,115
746,115
747,109
748,115
749,113
750,113
751,113
752,114
753,115
754,117
755,113
756,114
757,116
758,112
759,118
760,115
761,113
762,115
763,116
764,115
765,112
766,115
767,114
768,116
769,116
770,117
771,116
772,116
773,113
774,113
775,117
776,117
777,112
778,116
779,116
780,117
781,116
782,118
783,117
784,119
785,119
786,119
787,117
788,122
789,120
790,119
791,123
792,122
793,124
794,124
795,123
796,126
